experiment,train_loss,val_loss,train_acc,val_acc
baseline,0.7843549847602844,0.6571909785270691,0.6005265712738037,0.5978937149047852
more_units,0.6598730683326721,0.6645544767379761,0.5993298292160034,0.6026806831359863
less_units,0.2798375189304352,0.2786366939544678,0.7986477017402649,0.80540931224823
high_dropout,0.35727745294570923,0.2856270372867584,0.8018788695335388,0.7924844622612
no_dropout,1.609572410583496,1.6096653938293457,0.19997607171535492,0.2000957429409027
